requirement_id,section_number,section_title,release,primary_domain,summary,primary_type,secondary_types,automatic_primary_type,primary_type_changed,classification_reason
REQ-PLAYER-006,39,学習画面の操作,初期リリース必須,E,図表を伴う問題でも、 通常問題と同じ回答・判定の流れを維持すること。,FUNC,,FUNC,no,個別監査対象および追加監査条件に該当しないため、自動主候補を採用
REQ-PLAYER-007,39,学習画面の操作,初期リリース後,E,細部の確認が必要な画像・地図・グラフを 拡大表示できること。,FUNC,QUAL,FUNC,no,画像・地図・グラフの細部を確認するための拡大表示機能
REQ-PLAYER-008,39,学習画面の操作,初期リリース必須,E,問題表示中の一時停止と再開を操作できること。 回答表示後は一時停止を必要としない。,FUNC,,FUNC,no,個別監査対象および追加監査条件に該当しないため、自動主候補を採用
REQ-PRINT-NAV-001,40,印刷導線,初期リリース必須,G,印刷機能を、 画面上で問題を解く学習開始操作とは 独立した導線として提供すること。,FUNC,,FUNC,no,個別監査対象および追加監査条件に該当しないため、自動主候補を採用
REQ-PRINT-NAV-002,40,印刷導線,初期リリース必須,G,少なくとも次を印刷対象として選択できること。 - 教材 - 目的別問題集 - 弱点問題 - 本番形式問題集,FUNC,,FUNC,no,個別監査対象および追加監査条件に該当しないため、自動主候補を採用
REQ-PRINT-NAV-003,40,印刷導線,初期リリース必須,G,印刷時に、 少なくとも次の出力物を選択できること。 - 問題用紙 - 解答用紙 - 解答一覧 - 解答・解説 - 一式の出力パック,FUNC,,FUNC,no,個別監査対象および追加監査条件に該当しないため、自動主候補を採用
REQ-ACCESS-001,41,アクセシビリティ・レスポンシブ表示,初期リリース必須,G,子ども用の主要操作を、 スマートフォンの縦向き表示で利用できること。,QUAL,FUNC,QUAL,no,子ども用主要操作をスマートフォン縦向きで利用可能にする表示適合性要件
REQ-ACCESS-002,41,アクセシビリティ・レスポンシブ表示,初期リリース必須,G,画面サイズに応じて、 問題文、画像、表、グラフ、操作ボタンが 表示領域からはみ出さないこと。,QUAL,,QUAL,no,画面サイズに応じて主要要素を表示領域内へ収めるレスポンシブ品質要件
REQ-ACCESS-003,41,アクセシビリティ・レスポンシブ表示,初期リリース必須,G,文字、ボタン、入力欄を、 中学生が読み取り・操作しやすい大きさで表示すること。,QUAL,,QUAL,no,中学生が読み取り・操作しやすい文字・操作部品サイズの品質要件
REQ-ACCESS-004,41,アクセシビリティ・レスポンシブ表示,初期リリース必須,G,重要な状態や判定結果を、 色だけに依存せず文字や記号でも識別できること。,QUAL,RULE,QUAL,no,重要状態を色だけに依存せず文字・記号でも識別可能にする要件
REQ-ACCESS-005,41,アクセシビリティ・レスポンシブ表示,初期リリース必須,G,画像には代替テキストを持たせ、 画像を取得または表示できない場合にも 問題の状況を把握できるようにすること。,QUAL,DATA,QUAL,no,画像取得不能時にも問題状況を把握できるよう代替テキストを提供する要件
REQ-ACCESS-006,41,アクセシビリティ・レスポンシブ表示,初期リリース必須,G,キーボード操作でも、 主要な学習操作と管理操作を実行できること。,QUAL,FUNC,QUAL,no,主要操作をキーボードでも実行可能にする操作アクセシビリティ要件
REQ-ACCESS-007,41,アクセシビリティ・レスポンシブ表示,初期リリース必須,G,音声を利用する問題では、 著作権や問題形式上許される範囲で 文字起こしまたは代替情報を管理できること。,DATA,"QUAL,OPS",QUAL,yes,音声問題の文字起こし・代替情報を権利条件付きで保持するデータ要件
REQ-ACCESS-008,41,アクセシビリティ・レスポンシブ表示,初期リリース後,G,利用者に応じて、 文字サイズや表示密度を調整できること。,FUNC,QUAL,QUAL,yes,利用者別に文字サイズ・表示密度を調整する機能
REQ-VISUAL-001,43,図表・表示資料の共通管理,初期リリース必須,B,図、表、グラフなどの表示資料を、 問題本文とは分離したデータとして管理すること。,RULE,DATA,DATA,yes,図・表・グラフなどを問題本文とは別データとして管理する分離原則
REQ-VISUAL-002,43,図表・表示資料の共通管理,初期リリース必須,B,1つの問題へ、 複数の表示資料を関連付けられること。,DATA,,DATA,no,一つの問題へ複数の表示資料を関連付けるデータ要件
REQ-VISUAL-003,43,図表・表示資料の共通管理,初期リリース必須,B,表示資料について、 少なくとも次の種類を扱えること。 - 画像 - 表 - グラフ - 地図 - 年表 - 座標平面 - 図形 - 作図用図 - 記入用升目 - 面接カード - 複数要素を組み合わせた資料,DATA,SCOPE,DATA,no,画像・表・地図・年表・図形・記入欄などの表示資料種別を扱うデータ要件
REQ-VISUAL-004,43,図表・表示資料の共通管理,初期リリース必須,B,表示資料ごとに、 少なくとも次を管理できること。 - 種類 - 問題内での役割 - 表示順 - 表題または説明 - 代替テキスト - 画面表示設定 - 印刷設定 - 出典・著作権情報 - 公開可否,DATA,"OPS,RULE",DATA,no,表示資料の種類・役割・順序・代替文・出典・著作権・公開可否を保持する
REQ-VISUAL-005,43,図表・表示資料の共通管理,初期リリース必須,B,表示資料を、 問題文の前、後、または文中の指定位置へ配置できること。,DATA,FUNC,DATA,no,問題文の前後・文中における表示資料の配置位置を保持する
REQ-VISUAL-006,43,図表・表示資料の共通管理,初期リリース必須,B,画面表示用のサイズ・配置と、 印刷用のサイズ・配置を別々に設定できること。,DATA,RULE,DATA,no,画面用と印刷用のサイズ・配置を別々に設定するデータ要件
REQ-VISUAL-007,43,図表・表示資料の共通管理,初期リリース必須,B,図表と問題文または解答欄が、 印刷時に不適切に分断されないように制御できること。,QUAL,"FUNC,RULE",DATA,yes,図表と問題文・解答欄が印刷時に不適切に分断されない印刷品質要件
REQ-VISUAL-008,43,図表・表示資料の共通管理,初期リリース必須,B,書き込みが必要な表示資料について、 学習者が記入する対象であることを明示できること。,FUNC,"DATA,QUAL",DATA,yes,書き込み対象の表示資料であることを学習者へ明示する機能
REQ-ASSET-001,44,画像・表示アセット,初期リリース必須,B,表示資料の実体を、 一意に識別可能なアセットとして管理すること。,DATA,QUAL,DATA,no,表示資料の実体を一意に識別可能なアセットとして保持する
REQ-ASSET-002,44,画像・表示アセット,初期リリース必須,B,同じアセットを、 複数の問題や教材から再利用できること。,RULE,"DATA,FUNC",DATA,yes,同一アセットを複製せず複数問題・教材から再利用可能にする構造原則
REQ-ASSET-003,44,画像・表示アセット,初期リリース必須,B,アセットについて、 元資料または生成方法を記録できること。 例: - 自作 - 描画ツールから生成 - 構造化データから生成 - スキャン - 外部素材 - 教科書・ワーク・公式資料,DATA,OPS,DATA,no,アセットの元資料・生成方法を由来情報として記録する
REQ-ASSET-004,44,画像・表示アセット,初期リリース必須,B,アセットの取得・表示に失敗した場合、 利用者へ欠落を明示し、 可能な場合は代替テキストを表示すること。,FUNC,"QUAL,DATA",DATA,yes,アセット取得・表示失敗時に欠落を明示し、代替テキストを表示する機能
REQ-ASSET-005,44,画像・表示アセット,初期リリース必須,B,アセットが存在しない、参照不能、 または利用許可がない状態を データ検証で検出できること。,FUNC,"DATA,QUAL",DATA,yes,アセット不存在・参照不能・利用不可をデータ検証で検出する機能
REQ-ASSET-006,44,画像・表示アセット,初期リリース後,B,同一アセットについて、 画面用、印刷用、縮小表示用などの 複数の派生ファイルを管理できること。,DATA,,DATA,no,同一アセットの画面用・印刷用・縮小用などの派生ファイルを管理するデータ要件
REQ-TABLE-001,45,表の構造化,初期リリース必須,B,表を画像だけでなく、 列、行、見出し、単位などを持つ 構造化データとして管理できること。,DATA,RULE,DATA,no,表を画像だけでなく列・行・見出し・単位を持つ構造化データとして保持する
REQ-TABLE-002,45,表の構造化,初期リリース必須,B,表について、 少なくとも次を管理できること。 - 列見出し - 行データ - 単位 - 表題 - 見出し表示の有無 - 書き込み可否,DATA,,DATA,no,表題・列見出し・行データ・単位・表示属性を保持するデータ要件
REQ-TABLE-003,45,表の構造化,初期リリース必須,B,構造化した表を、 画面表示と印刷出力の両方に利用できること。,FUNC,DATA,DATA,yes,同一の構造化表データを画面表示と印刷出力に利用する機能
REQ-TABLE-004,45,表の構造化,初期リリース後,B,構造化した表データを、 グラフ生成やデータ分析へ再利用できること。,FUNC,DATA,DATA,yes,構造化表データをグラフ生成・分析へ再利用する機能
REQ-GRAPH-001,46,グラフ・座標平面,初期リリース必須,B,グラフについて、 可能な場合は画像だけでなく、 元データ、軸、単位、グラフ種類を管理すること。,DATA,,DATA,no,個別監査対象および追加監査条件に該当しないため、自動主候補を採用
REQ-GRAPH-002,46,グラフ・座標平面,初期リリース必須,B,少なくとも次のグラフ種類を扱えること。 - 折れ線 - 棒 - 円 - ヒストグラム - 散布図 - 比例 - 反比例,DATA,,DATA,no,個別監査対象および追加監査条件に該当しないため、自動主候補を採用
REQ-GRAPH-003,46,グラフ・座標平面,初期リリース必須,B,グラフについて、 少なくとも次を設定できること。 - 横軸と縦軸 - 軸の名称 - 単位 - 表示範囲 - 目盛り - 補助線 - 点または系列 - 書き込み可否,DATA,,DATA,no,個別監査対象および追加監査条件に該当しないため、自動主候補を採用
REQ-GRAPH-004,46,グラフ・座標平面,初期リリース必須,B,座標平面について、 表示範囲、軸、目盛り、点、直線などを 構造化して管理できること。,DATA,,DATA,no,個別監査対象および追加監査条件に該当しないため、自動主候補を採用
REQ-GRAPH-005,46,グラフ・座標平面,初期リリース後,B,元データや構造化定義から、 画面用・印刷用グラフを再生成できること。,DATA,,DATA,no,個別監査対象および追加監査条件に該当しないため、自動主候補を採用
REQ-GEOMETRY-001,47,図形・作図,初期リリース必須,B,数学・数検などの図形問題について、 図形の種類、頂点、辺、角、長さ、単位などを 管理できること。,DATA,,DATA,no,図形の種類・頂点・辺・角・長さ・単位を構造化して保持するデータ要件
REQ-GEOMETRY-002,47,図形・作図,初期リリース必須,B,図形へ、 問題文で使用する記号や数値を表示できること。,FUNC,DATA,DATA,yes,図形上へ問題文で使用する記号・数値を表示する機能
REQ-GEOMETRY-003,47,図形・作図,初期リリース必須,B,作図問題について、 次を指定できること。 - 作図欄の大きさ - 基準となる図 - 図への書き込み可否 - 定規の要否 - コンパスの要否,DATA,RULE,DATA,no,作図欄・基準図・書込可否・定規・コンパス要否を作図問題の設定情報として保持する
REQ-GEOMETRY-004,47,図形・作図,初期リリース必須,B,作図問題を印刷したときに、 実際に作図できる十分な大きさと余白を確保すること。,QUAL,"FUNC,RULE",DATA,yes,印刷時に実際の作図へ十分な大きさと余白を確保する利用可能性要件
REQ-MAP-001,48,地図・年表,初期リリース必須,B,地図について、 少なくとも次を管理できること。 - 対象地域 - 地図の種類 - 表示レイヤー - 地名などの表示状態 - 書き込み可否 - 印刷サイズ,DATA,,DATA,no,地図の対象地域・種類・レイヤー・表示状態・印刷設定を保持するデータ要件
REQ-MAP-002,48,地図・年表,初期リリース必須,B,地図の表示要素として、 国境、河川、山地、都市、経路、歴史事象などを 必要に応じて組み合わせられること。,DATA,FUNC,DATA,no,国境・河川・都市・経路・歴史事象などを組み合わせ可能な地図要素として表現する
REQ-TIMELINE-001,48,地図・年表,初期リリース必須,B,年表について、 年代範囲と出来事を構造化して管理できること。,DATA,,DATA,no,年代範囲と出来事を構造化して保持する年表データ要件
REQ-TIMELINE-002,48,地図・年表,初期リリース必須,B,年表の出来事について、 少なくとも次を管理できること。 - 年または期間 - 表示名 - 地域 - 分類 - 表示順,DATA,,DATA,no,年・期間・表示名・地域・分類・表示順を出来事属性として保持する
REQ-TIMELINE-003,48,地図・年表,初期リリース必須,B,日本史と世界史など、 複数系列を年代軸に沿って並列表示できること。,FUNC,DATA,DATA,yes,日本史・世界史など複数系列を同一年代軸で並列表示する機能
REQ-TIMELINE-004,48,地図・年表,初期リリース必須,B,年表を、 画面表示と印刷出力の両方で利用できること。,FUNC,DATA,DATA,yes,同一年表データを画面表示と印刷出力の双方で利用する機能
REQ-COMPOSITE-001,49,長文・会話・面接カード,初期リリース必須,B,長文、Eメール、会話文、設問など、 複数要素からなる問題を 構造化して管理できること。,DATA,,DATA,no,個別監査対象および追加監査条件に該当しないため、自動主候補を採用
REQ-COMPOSITE-002,49,長文・会話・面接カード,初期リリース必須,B,英検などの面接カードについて、 少なくとも次を組み合わせて管理できること。 - タイトル - パッセージ - イラスト - 設問 - 回答メモ欄,DATA,,DATA,no,個別監査対象および追加監査条件に該当しないため、自動主候補を採用
REQ-COMPOSITE-003,49,長文・会話・面接カード,初期リリース後,B,面接カードへ、 試験官用スクリプトや評価基準を関連付けられること。,DATA,,DATA,no,個別監査対象および追加監査条件に該当しないため、自動主候補を採用
REQ-COMPOSITE-004,49,長文・会話・面接カード,将来候補,B,面接カードを、 音声入力とAI評価へ接続できること。,DATA,,DATA,no,個別監査対象および追加監査条件に該当しないため、自動主候補を採用
REQ-PRINT-001,50,印刷出力,初期リリース必須,G,同じ問題データから、 画面学習用と印刷用の両方を生成できること。,FUNC,DATA,FUNC,no,同一問題データから画面学習用と印刷用の両方を生成する機能
REQ-PRINT-002,50,印刷出力,初期リリース必須,G,問題ごとに、 印刷可能かどうかを設定できること。,DATA,"FUNC,RULE",FUNC,yes,問題ごとの印刷可否を設定情報として保持する
REQ-PRINT-003,50,印刷出力,初期リリース必須,G,印刷出力として、 少なくとも次を個別に生成できること。 - 問題用紙 - 解答用紙 - 解答一覧 - 解答・解説 - 採点表 - 再テスト用紙 - 弱点復習用紙,FUNC,DATA,FUNC,no,問題用紙・解答用紙・採点表・再テスト用紙などを個別に生成する機能
REQ-PRINT-004,50,印刷出力,初期リリース必須,G,複数の印刷物を、 1つの出力パックとしてまとめて生成できること。,FUNC,DATA,FUNC,no,複数の印刷物を一つの出力パックとしてまとめて生成する機能
REQ-PRINT-006,50,印刷出力,初期リリース必須,G,印刷時に、 対象範囲、問題数、問題順を指定できること。,FUNC,"DATA,RULE",FUNC,no,印刷対象範囲・問題数・問題順を指定する機能
REQ-PRINT-007,50,印刷出力,初期リリース必須,G,印刷物へ、 少なくとも次の基本情報を出力できること。 - タイトル - 対象範囲 - 氏名欄 - 日付欄 - 制限時間 - 問題数 - 注意事項,FUNC,DATA,FUNC,no,タイトル・範囲・氏名欄・日付欄・時間などを印刷物へ出力する機能
REQ-PRINT-008,50,印刷出力,初期リリース必須,G,問題番号を、 出力対象の並び順に応じて付け直せること。 内部IDを問題番号として使用しない。,FUNC,"RULE,DATA",FUNC,no,出力順に応じて問題番号を付け直し、内部IDを問題番号に使用しない機能
REQ-PAPER-001,51,問題用紙・解答用紙,初期リリース必須,G,問題用紙へ、 少なくとも次を出力できること。 - 問題番号 - 問題文 - 選択肢 - 図・表・グラフ - 解答欄 - 途中式欄 - 作図欄 - 注意事項,FUNC,,FUNC,no,個別監査対象および追加監査条件に該当しないため、自動主候補を採用
REQ-PAPER-002,51,問題用紙・解答用紙,初期リリース必須,G,解答用紙を、 問題用紙とは別の出力物として生成できること。,FUNC,,FUNC,no,個別監査対象および追加監査条件に該当しないため、自動主候補を採用
REQ-PAPER-003,51,問題用紙・解答用紙,初期リリース必須,G,解答用紙へ、 少なくとも次を出力できること。 - 問題番号 - 解答欄 - 記述欄 - 書き取り欄 - 作文欄 - 途中式欄 - 採点欄,FUNC,,FUNC,no,個別監査対象および追加監査条件に該当しないため、自動主候補を採用
REQ-PAPER-004,51,問題用紙・解答用紙,初期リリース必須,G,問題ごとに、 解答用紙を必要とするかを設定できること。,FUNC,,FUNC,no,個別監査対象および追加監査条件に該当しないため、自動主候補を採用
REQ-PAPER-005,51,問題用紙・解答用紙,初期リリース必須,G,記述式、作文、書き取り、作図などでは、 問題形式に適した広さと形の解答欄を生成すること。,FUNC,,FUNC,no,個別監査対象および追加監査条件に該当しないため、自動主候補を採用
REQ-SCORING-001,52,解答・解説・採点,初期リリース必須,G,解答一覧へ、 少なくとも次を出力できること。 - 問題番号 - 正答 - 別解 - 許容表記 - 配点 - 採点上の注意,FUNC,,FUNC,no,個別監査対象および追加監査条件に該当しないため、自動主候補を採用
REQ-SCORING-002,52,解答・解説・採点,初期リリース必須,G,解答・解説へ、 少なくとも次を出力できること。 - 正答 - 解き方または根拠 - 注意点 - よくある誤答 - 関連する学習内容 - 復習対象となる分類,FUNC,,FUNC,no,個別監査対象および追加監査条件に該当しないため、自動主候補を採用
REQ-SCORING-003,52,解答・解説・採点,初期リリース必須,G,採点表へ、 少なくとも次を記録できること。 - 正誤 - 得点 - やり直し対象 - 再テスト対象 - コメント,FUNC,,FUNC,no,個別監査対象および追加監査条件に該当しないため、自動主候補を採用
REQ-SCORING-004,52,解答・解説・採点,初期リリース後,F,印刷した問題の採点結果を、 アプリの回答履歴または弱点管理へ登録できること。,FUNC,,FUNC,no,個別監査対象および追加監査条件に該当しないため、自動主候補を採用
REQ-SCORING-005,52,解答・解説・採点,初期リリース必須,F,自力で解けた、ヒントを見た、再確認が必要など、 正誤以外の自己評価を記録できること。,FUNC,,FUNC,no,個別監査対象および追加監査条件に該当しないため、自動主候補を採用
REQ-SPACE-001,53,余白・記入欄,初期リリース必須,G,問題ごとに、 次の記入スペースの要否と大きさを設定できること。 - 解答欄 - 途中式欄 - 条件整理欄 - 記述欄 - 作文欄 - 作図欄 - メモ欄,FUNC,,FUNC,no,個別監査対象および追加監査条件に該当しないため、自動主候補を採用
REQ-SPACE-002,53,余白・記入欄,初期リリース必須,G,記入欄について、 少なくとも次の形式を扱えること。 - 横線 - 空白 - 方眼 - グラフ用紙 - 原稿用紙 - 漢字練習升目,FUNC,,FUNC,no,個別監査対象および追加監査条件に該当しないため、自動主候補を採用
REQ-SPACE-003,53,余白・記入欄,初期リリース必須,G,作文欄について、 言語、行数、語数目安、 語数記入欄、確認項目を設定できること。,FUNC,,FUNC,no,個別監査対象および追加監査条件に該当しないため、自動主候補を採用
REQ-SPACE-004,53,余白・記入欄,初期リリース必須,G,漢字書き取り欄について、 升目数、送り仮名表示、読み表示、 書き直し欄を設定できること。,FUNC,,FUNC,no,個別監査対象および追加監査条件に該当しないため、自動主候補を採用
REQ-SPACE-005,53,余白・記入欄,初期リリース必須,G,記述量や作業量に応じて、 問題ごとに必要な印刷スペースを変えられること。,FUNC,,FUNC,no,個別監査対象および追加監査条件に該当しないため、自動主候補を採用
REQ-LAYOUT-001,54,印刷レイアウト,初期リリース必須,G,少なくとも次の問題レイアウトを扱えること。 - 短答 - 選択 - 計算 - 文章題 - 書き取り - 作文 - 作図 - 表・グラフ - 面接カード,FUNC,,FUNC,no,個別監査対象および追加監査条件に該当しないため、自動主候補を採用
REQ-LAYOUT-002,54,印刷レイアウト,初期リリース必須,G,印刷時に、 問題や図表がページをまたぐかどうかを制御できること。,FUNC,,FUNC,no,個別監査対象および追加監査条件に該当しないため、自動主候補を採用
REQ-LAYOUT-003,54,印刷レイアウト,初期リリース必須,G,必要に応じて、 問題の前で改ページできること。,FUNC,,FUNC,no,個別監査対象および追加監査条件に該当しないため、自動主候補を採用
REQ-LAYOUT-004,54,印刷レイアウト,初期リリース必須,G,白黒印刷でも、 図表、選択肢、重要な区別を理解できること。,FUNC,,FUNC,no,個別監査対象および追加監査条件に該当しないため、自動主候補を採用
REQ-LAYOUT-005,54,印刷レイアウト,初期リリース必須,G,A4用紙を基本として、 問題数と記入欄に応じた読みやすいレイアウトを生成すること。,FUNC,,FUNC,no,個別監査対象および追加監査条件に該当しないため、自動主候補を採用
REQ-LAYOUT-006,54,印刷レイアウト,初期リリース後,G,用途に応じて、 用紙サイズ、縦横方向、余白を変更できること。,FUNC,,FUNC,no,個別監査対象および追加監査条件に該当しないため、自動主候補を採用
REQ-FILE-001,55,出力形式・ファイル管理,初期リリース必須,G,印刷可能なPDFを生成できること。,FUNC,,FUNC,no,個別監査対象および追加監査条件に該当しないため、自動主候補を採用
REQ-FILE-002,55,出力形式・ファイル管理,初期リリース後,G,編集可能な中間形式として、 Markdownなどのテキスト形式を出力できること。,FUNC,,FUNC,no,個別監査対象および追加監査条件に該当しないため、自動主候補を採用
REQ-FILE-003,55,出力形式・ファイル管理,初期リリース必須,G,問題用紙と解答・解説を、 別ファイルとして生成できること。,FUNC,,FUNC,no,個別監査対象および追加監査条件に該当しないため、自動主候補を採用
REQ-FILE-004,55,出力形式・ファイル管理,初期リリース必須,G,出力ファイル名に、 内容を識別できる名称と出力日を含められること。,FUNC,,FUNC,no,個別監査対象および追加監査条件に該当しないため、自動主候補を採用
REQ-FILE-005,55,出力形式・ファイル管理,初期リリース必須,G,生成した印刷物について、 元となった教材、問題集、問題、 出力条件を追跡できること。,FUNC,,FUNC,no,個別監査対象および追加監査条件に該当しないため、自動主候補を採用
REQ-FILE-006,55,出力形式・ファイル管理,初期リリース後,G,同じ出力条件から、 印刷物を再生成できること。,FUNC,,FUNC,no,個別監査対象および追加監査条件に該当しないため、自動主候補を採用
REQ-COPYRIGHT-001,56,著作権・出典・公開制御,初期リリース必須,C,問題、本文、画像、図表、音声などについて、 出典と権利状態を管理できること。,DATA,OPS,OPS,yes,問題・本文・アセットの出典と権利状態を保持するデータ要件
REQ-COPYRIGHT-002,56,著作権・出典・公開制御,初期リリース必須,C,少なくとも次の権利状態を区別できること。 - 自作 - 公式資料 - 教科書 - ワーク - 市販問題集 - パブリックドメイン - 利用許諾済み - 不明,DATA,RULE,OPS,yes,資料ごとの権利状態区分を保持するデータ要件
REQ-COPYRIGHT-003,56,著作権・出典・公開制御,初期リリース必須,C,資料ごとに、 公開可能、非公開、家庭内限定などの 利用範囲を設定できること。,DATA,"RULE,OPS",OPS,yes,資料ごとの公開・非公開・家庭内限定などの利用範囲を保持する
REQ-COPYRIGHT-004,56,著作権・出典・公開制御,初期リリース必須,H,公開不可または家庭内限定の資料を、 公開領域へ出力または同期しないこと。,RULE,"QUAL,DATA",OPS,yes,公開不可・家庭内限定資料を公開領域へ出力・同期しない利用制御規則
REQ-COPYRIGHT-005,56,著作権・出典・公開制御,初期リリース必須,C,公開不可の原本を参照して作成した自作問題について、 元資料の出典を記録できること。,DATA,OPS,OPS,yes,非公開原本を参照した自作問題にも元資料の出典を記録する
REQ-COPYRIGHT-006,56,著作権・出典・公開制御,初期リリース必須,C,印刷物を生成する前に、 含まれる資料の利用範囲に問題がないか検証できること。,FUNC,"OPS,RULE",OPS,yes,印刷生成前に含有資料の利用範囲を検証する機能
REQ-COPYRIGHT-007,56,著作権・出典・公開制御,初期リリース必須,C,権利状態が不明な資料は、 公開可能な資料として扱わないこと。,RULE,"OPS,DATA",OPS,yes,権利状態不明の資料を公開可能として扱わない利用規則
REQ-CATALOG-001,58,学習内容カタログ,初期リリース必須,A,学校教科および検定について、 学習内容と出題範囲を体系的に整理した 学習内容カタログを管理すること。,DATA,OPS,DATA,no,学校教科・検定の学習内容と出題範囲を体系化したカタログを保持するデータ要件
REQ-CATALOG-002,58,学習内容カタログ,初期リリース必須,A,学習内容カタログを、 問題データとは独立した学習内容の正本として扱うこと。,RULE,DATA,DATA,yes,学習内容カタログを問題データから独立した学習内容の正本として扱う原則
REQ-CATALOG-003,58,学習内容カタログ,初期リリース必須,A,学校教科カタログを、 少なくとも教科、学年、単元、学習項目の階層で管理できること。,DATA,,DATA,no,学校教科カタログを教科・学年・単元・学習項目の階層で保持する
REQ-CATALOG-004,58,学習内容カタログ,初期リリース必須,A,検定カタログを、 少なくとも検定種別、級、試験区分、分野、 出題形式、学習項目の階層で管理できること。,DATA,,DATA,no,検定カタログを検定種別・級・試験区分・分野・形式・学習項目の階層で保持する
REQ-CATALOG-005,58,学習内容カタログ,初期リリース必須,A,学校教科と検定で異なる分類構造を保持しながら、 共通の参照・検索・進捗集計方式で扱えること。,QUAL,"DATA,FUNC,RULE",DATA,yes,異なる分類構造を保持しつつ共通の参照・検索・進捗集計方式で扱える汎用性要件
REQ-CATALOG-006,58,学習内容カタログ,初期リリース必須,A,カタログ項目について、 少なくとも次を管理できること。 - 表示名 - 説明 - 親項目 - 表示順 - 対象教科または検定 - 学年または級 - 有効状態,DATA,,DATA,no,表示名・説明・親項目・表示順・対象・学年級・有効状態をカタログ属性として保持する
REQ-CATALOG-007,58,学習内容カタログ,初期リリース必須,A,カタログ項目の内部IDと、 利用者向け表示名を分離すること。,RULE,DATA,DATA,yes,カタログ項目の内部IDと利用者向け表示名を分離する規則
REQ-CATALOG-008,58,学習内容カタログ,初期リリース必須,A,カタログ項目の階層や表示順を、 内部IDの文字列から推測しないこと。,RULE,DATA,DATA,yes,階層・表示順を内部IDの文字列から推測しない設計規則
REQ-CATALOG-009,58,学習内容カタログ,初期リリース必須,A,カタログ項目の統合、分割、名称変更、廃止について、 既存問題や学習履歴との参照関係を維持できること。,QUAL,"DATA,FUNC,OPS",DATA,yes,項目の統合・分割・名称変更・廃止時にも既存問題・履歴との参照を維持する整合性要件
REQ-CATALOG-010,58,学習内容カタログ,初期リリース後,A,学校教科および検定の範囲改訂に合わせて、 カタログの版を管理できること。,DATA,OPS,DATA,no,教科・検定範囲の改訂に対応するカタログ版を保持するデータ要件
REQ-CATALOG-REF-001,59,問題と学習内容の対応,初期リリース必須,A,各問題を、 1つ以上のカタログ項目へ関連付けられること。,DATA,RULE,DATA,no,各問題と1つ以上のカタログ項目との関連を保持するデータ要件
REQ-CATALOG-REF-002,59,問題と学習内容の対応,初期リリース必須,A,1つの問題を、 複数の学校教科・検定・学習項目へ 関連付けられること。 例: - 学校数学と数検 - 学校英語と英検 - 学校国語と漢検,DATA,,DATA,no,同一問題を複数の学校教科・検定・学習項目へ関連付けるデータ要件
REQ-CATALOG-REF-003,59,問題と学習内容の対応,初期リリース必須,A,1つのカタログ項目へ、 複数の問題を関連付けられること。,DATA,,DATA,no,一つのカタログ項目へ複数問題を関連付けるデータ要件
REQ-CATALOG-REF-004,59,問題と学習内容の対応,初期リリース必須,A,問題とカタログ項目の関係について、 必要に応じて対応の役割を区別できること。 役割例: - 主たる学習対象 - 補助的な学習対象 - 前提知識 - 関連知識 - 応用先,DATA,RULE,DATA,no,問題とカタログ項目の関係へ主対象・前提・関連・応用先などの役割を保持する
REQ-CATALOG-REF-005,59,問題と学習内容の対応,初期リリース必須,A,問題が参照するカタログ項目は、 登録済みかつ有効な項目であること。,RULE,"DATA,QUAL",DATA,yes,問題が参照できる対象を登録済みかつ有効なカタログ項目に限定する参照規則
REQ-CATALOG-REF-006,59,問題と学習内容の対応,初期リリース必須,A,問題登録・更新時に、 存在しないカタログ項目への参照を 自動的に検出すること。,FUNC,"DATA,QUAL",DATA,yes,問題登録・更新時に存在しないカタログ項目への参照を検出する機能
REQ-CATALOG-REF-007,59,問題と学習内容の対応,初期リリース必須,A,カタログ項目を廃止または置き換える際に、 影響を受ける問題、問題集、進捗集計を 事前に確認できること。,FUNC,"DATA,OPS",DATA,yes,カタログ項目の廃止・置換前に影響する問題・問題集・進捗集計を確認する機能
REQ-TARGET-001,60,習得対象,初期リリース必須,A,問題について、 その問題で身につける具体的な習得対象を 複数設定できること。 習得対象例: - 漢字 - 英単語 - 文法事項 - 数学の概念 - 計算方法 - 公式 - 理科用語 - 歴史上の出来事,DATA,,DATA,no,問題ごとに複数の具体的習得対象を設定するデータ要件
REQ-TARGET-002,60,習得対象,初期リリース必須,A,習得対象を、 問題IDや自由記述タグだけに依存せず、 再利用可能な管理対象として識別できること。,DATA,"QUAL,RULE",DATA,no,習得対象を問題IDや自由タグに依存しない再利用可能な管理対象として識別する
REQ-TARGET-003,60,習得対象,初期リリース必須,A,1つの問題へ複数の習得対象を関連付け、 1つの習得対象を複数の問題から学習できること。,DATA,RULE,DATA,no,問題と習得対象の多対多関係を表現するデータ要件
REQ-TARGET-004,60,習得対象,初期リリース必須,A,習得対象ごとに、 関連問題、回答履歴、現在の定着状態を 横断して確認できること。,FUNC,DATA,DATA,yes,習得対象ごとに関連問題・回答履歴・定着状態を横断確認する機能
REQ-TARGET-005,60,習得対象,初期リリース後,A,習得対象ごとに、 出題形式別の定着状態を確認できること。 例: - 漢字の読みと書き - 英単語の意味と綴り - 公式の再生と適用 - 用語の理解と説明,FUNC,DATA,DATA,yes,習得対象ごとの定着状態を出題形式別に確認する機能
