review_target_id,target_kind,primary_domain,secondary_domain,requirement_id_1,requirement_id_2,requirement_text_1,requirement_text_2,release_1,release_2,primary_type_1,primary_type_2,candidate_types,missing_legacy_ids,source_details,review_status,decision,decision_reason,inventory_change_required,source_domain,source_file
RVIEW-094,PAIR,F,F,REQ-EVENT-003,REQ-RESET-006,問題への1回の回答を、 回答イベントとして保存すること。,履歴の削除後は、 残っている回答イベントから 定着状態を再計算すること。,初期リリース必須,初期リリース必須,DATA,FUNC,CONTRADICTION,,requirements_contradiction_candidates_v0_1.txt block=22 similarity=0.174,REVIEWED,KEEP_SEPARATE,個々の回答をイベントとして保存するデータ要件と、履歴削除後に残存イベントから定着状態を再計算する処理要件であり、矛盾しない。,NO,F,full_rebuild_detailed_requirement_review_domain_f_decisions_v0_1.csv
RVIEW-095,PAIR,F,H,REQ-EVENT-004,REQ-EXPORT-002,回答イベントについて、少なくとも次を保存すること。 - 学習セッション - 問題 - 判定結果 - 判定日時 - 問題所要時間 - 手動回答表示またはタイムアウト - 学習モード - 実行した目的別問題集 - 周回情報,回答イベントのエクスポートには、 少なくとも次を含めること。 - セッション識別情報 - 実行対象 - 学習モード - 問題 - 判定結果 - 判定日時 - 回答表示方法 - 制限時間 - 実所要時間 - 途中終了の有無 - 周回情報,初期リリース必須,初期リリース後,DATA,DATA,CONTRADICTION,,requirements_contradiction_candidates_v0_1.txt block=7 similarity=0.351,REVIEWED,KEEP_SEPARATE,回答イベントとして内部保存する属性と、外部エクスポートへ含める属性を定める要件であり、保存形式と出力形式の責務が異なる。,NO,F,full_rebuild_detailed_requirement_review_domain_f_decisions_v0_1.csv
RVIEW-096,PAIR,F,F,REQ-MASTERY-010,REQ-MASTERY-014,定着状態、忘却リスク、復習状態などを、 回答イベントから再計算できること。,正解回数、誤答回数、パス回数、正答率などの集計値を、 回答イベントから再計算できること。,初期リリース必須,初期リリース必須,RULE,FUNC,SIMILARITY_SAME_PREFIX,,requirements_similarity_candidates_v0_1.txt block=19 similarity=0.354 prefix=MASTERY,REVIEWED,KEEP_SEPARATE,定着状態・忘却リスク・復習状態などの派生状態と、正誤回数・パス回数・正答率などの基本集計値は異なる計算結果である。,NO,F,full_rebuild_detailed_requirement_review_domain_f_decisions_v0_1.csv
RVIEW-097,PAIR,F,F,REQ-MASTERY-012,REQ-RESET-006,定着判定アルゴリズムを変更した場合、 保存済みの回答イベントから 全問題の定着状態を再評価できること。,履歴の削除後は、 残っている回答イベントから 定着状態を再計算すること。,初期リリース必須,初期リリース必須,FUNC,FUNC,CONTRADICTION,,requirements_contradiction_candidates_v0_1.txt block=12 similarity=0.226,REVIEWED,KEEP_SEPARATE,定着判定アルゴリズム変更時の全問題再評価と、履歴削除後に残った回答イベントによる再計算では、起点と対象範囲が異なる。,NO,F,full_rebuild_detailed_requirement_review_domain_f_decisions_v0_1.csv
RVIEW-098,PAIR,F,F,REQ-MASTERY-012,REQ-SUMMARY-004,定着判定アルゴリズムを変更した場合、 保存済みの回答イベントから 全問題の定着状態を再評価できること。,進捗サマリーの数値を、 保存済みの固定集計値だけに依存せず 回答イベントと関連データから再計算できること。,初期リリース必須,初期リリース必須,FUNC,FUNC,CONTRADICTION,,requirements_contradiction_candidates_v0_1.txt block=20 similarity=0.177,REVIEWED,KEEP_SEPARATE,定着判定アルゴリズムに基づく全問題の定着状態再評価と、進捗サマリー数値の再計算は異なる派生情報を対象とする。,NO,F,full_rebuild_detailed_requirement_review_domain_f_decisions_v0_1.csv
RVIEW-099,PAIR,F,F,REQ-PROGRESS-001,REQ-PROGRESS-003,問題ごとの進捗を永続的に保存すること。,学習テーマや出題分野の進捗を、 問題ごとの進捗から集計すること。,初期リリース必須,初期リリース必須,DATA,FUNC,SIMILARITY_SAME_PREFIX,,requirements_similarity_candidates_v0_1.txt block=32 similarity=0.303 prefix=PROGRESS,REVIEWED,KEEP_SEPARATE,問題ごとの基礎進捗を永続保存する要件と、その進捗から学習テーマ・出題分野の進捗を集計する要件である。,NO,F,full_rebuild_detailed_requirement_review_domain_f_decisions_v0_1.csv
RVIEW-100,PAIR,F,F,REQ-PROGRESS-003,REQ-PROGRESS-004,学習テーマや出題分野の進捗を、 問題ごとの進捗から集計すること。,教材、学習テーマ、出題分野、問題集など、 複数の単位で進捗を集計・表示できること。,初期リリース必須,初期リリース必須,FUNC,FUNC,SIMILARITY_SAME_PREFIX,,requirements_similarity_candidates_v0_1.txt block=38 similarity=0.283 prefix=PROGRESS,REVIEWED,KEEP_SEPARATE,学習テーマ・出題分野の進捗を問題単位から算出する要件と、教材や問題集を含む複数単位で集計・表示する機能要件である。,NO,F,full_rebuild_detailed_requirement_review_domain_f_decisions_v0_1.csv
RVIEW-101,PAIR,F,F,REQ-PROGRESS-005,REQ-PROGRESS-008,問題ごとの長期進捗・定着状態は、 問題を利用した教材や目的別問題集にかかわらず共有すること。,目的別問題集での回答も、 問題ごとの長期進捗・定着状態へ反映すること。,初期リリース必須,初期リリース必須,DATA,DATA,SIMILARITY_SAME_PREFIX,,requirements_similarity_candidates_v0_1.txt block=13 similarity=0.388 prefix=PROGRESS,REVIEWED,KEEP_SEPARATE,問題の長期進捗を利用元にかかわらず共有する一般原則と、目的別問題集での回答もその長期進捗へ反映する具体的な規則である。,NO,F,full_rebuild_detailed_requirement_review_domain_f_decisions_v0_1.csv
RVIEW-102,PAIR,F,F,REQ-PROGRESS-007,REQ-PROGRESS-008,問題ごとの長期進捗と、 目的別問題集固有の達成状況を混同しないこと。,目的別問題集での回答も、 問題ごとの長期進捗・定着状態へ反映すること。,初期リリース必須,初期リリース必須,DATA,DATA,SIMILARITY_SAME_PREFIX,,requirements_similarity_candidates_v0_1.txt block=35 similarity=0.289 prefix=PROGRESS,REVIEWED,KEEP_SEPARATE,問題の長期進捗と目的別問題集固有の達成状況を分離する原則と、目的別問題集での回答を長期進捗へ反映する規則は両立する。,NO,F,full_rebuild_detailed_requirement_review_domain_f_decisions_v0_1.csv
RVIEW-103,PAIR,F,F,REQ-PROGRESS-007,REQ-PROGRESS-009,問題ごとの長期進捗と、 目的別問題集固有の達成状況を混同しないこと。,目的別問題集の達成状況をリセットしても、 問題ごとの長期回答履歴と定着状態を 自動的には削除しないこと。,初期リリース必須,初期リリース必須,DATA,DATA,SIMILARITY_SAME_PREFIX,,requirements_similarity_candidates_v0_1.txt block=23 similarity=0.339 prefix=PROGRESS,REVIEWED,KEEP_SEPARATE,長期進捗と目的別達成状況を分離する一般原則と、目的別達成状況をリセットしても長期履歴を削除しない具体的な保持規則である。,NO,F,full_rebuild_detailed_requirement_review_domain_f_decisions_v0_1.csv
RVIEW-104,SINGLE,F,,REQ-CATALOG-PROGRESS-002,,カタログ項目ごとに、 少なくとも次を確認できること。 - 関連問題数 - 回答済み問題数 - 未回答問題数 - 正解・不正解・パスの実績 - 現在の定着状況 - 復習が必要な問題数,,初期リリース必須,,FUNC,,GRANULARITY,,requirements_granularity_candidates_v0_1.txt block=44 score=13.77 length=77 bullets=6 numbered=0 connectors=1,REVIEWED,KEEP_SEPARATE,列挙はカタログ項目単位の進捗確認でまとめて表示する指標群であり、個別機能へ分割する必要はない。,NO,F,full_rebuild_detailed_requirement_review_domain_f_decisions_v0_1.csv
RVIEW-105,SINGLE,F,,REQ-EVENT-002,,学習セッションについて、少なくとも次を保存すること。 - 開始日時 - 終了日時 - 実行した教材または問題集 - 学習モード - 出題設定 - 出題問題 - 途中終了の有無,,初期リリース必須,,DATA,,GRANULARITY,,requirements_granularity_candidates_v0_1.txt block=25 score=16.73 length=73 bullets=7 numbered=0 connectors=2,REVIEWED,KEEP_SEPARATE,列挙は学習セッションという単一イベントに保存する実行属性であり、一体のデータ要件として維持する。,NO,F,full_rebuild_detailed_requirement_review_domain_f_decisions_v0_1.csv
RVIEW-106,SINGLE,F,,REQ-EVENT-004,,回答イベントについて、少なくとも次を保存すること。 - 学習セッション - 問題 - 判定結果 - 判定日時 - 問題所要時間 - 手動回答表示またはタイムアウト - 学習モード - 実行した目的別問題集 - 周回情報,,初期リリース必須,,DATA,,GRANULARITY,,requirements_granularity_candidates_v0_1.txt block=11 score=20.91 length=91 bullets=9 numbered=0 connectors=2,REVIEWED,KEEP_SEPARATE,列挙は1回の回答イベントに保存する判定・時間・実行文脈の属性であり、分割するとイベントの完全性が失われる。,NO,F,full_rebuild_detailed_requirement_review_domain_f_decisions_v0_1.csv
RVIEW-107,SINGLE,F,,REQ-SUMMARY-001,,学習対象について、 少なくとも次の数を集計できること。 - 総問題数 - 未着手問題数 - 取り組み済み問題数 - 復習が必要な問題数 - 現在定着している問題数,,初期リリース必須,,FUNC,,GRANULARITY,,requirements_granularity_candidates_v0_1.txt block=59 score=11.70 length=70 bullets=5 numbered=0 connectors=1,REVIEWED,KEEP_SEPARATE,列挙は学習対象の進捗サマリーを構成する相互に関連した件数指標であり、共通の集計機能として扱う。,NO,F,full_rebuild_detailed_requirement_review_domain_f_decisions_v0_1.csv
RVIEW-108,PAIR,G,G,REQ-ADMIN-001,REQ-ADMIN-002,管理用画面から、 教材、問題、目的別問題集、学習分類を確認できること。,管理用画面から、 目的別問題集を作成・編集・公開管理できること。,初期リリース必須,初期リリース必須,FUNC,FUNC,SIMILARITY_SAME_PREFIX,,requirements_similarity_candidates_v0_1.txt block=12 similarity=0.405 prefix=ADMIN,REVIEWED,KEEP_SEPARATE,教材・問題・目的別問題集・学習分類を横断的に確認する管理機能と、目的別問題集を作成・編集・公開管理する操作機能は責務が異なる。,NO,G,full_rebuild_detailed_requirement_review_domain_g_decisions_v0_1.csv
RVIEW-109,PAIR,G,G,REQ-ADMIN-001,REQ-ADMIN-003,管理用画面から、 教材、問題、目的別問題集、学習分類を確認できること。,管理用画面から、 問題の分類、出典、難易度、問題形式、表示資料、 印刷属性を確認できること。,初期リリース必須,初期リリース必須,FUNC,FUNC,SIMILARITY_SAME_PREFIX,,requirements_similarity_candidates_v0_1.txt block=28 similarity=0.319 prefix=ADMIN,REVIEWED,KEEP_SEPARATE,管理対象全体を確認する総合機能と、問題の分類・出典・難易度・表示資料・印刷属性を詳細確認する機能である。,NO,G,full_rebuild_detailed_requirement_review_domain_g_decisions_v0_1.csv
RVIEW-110,PAIR,G,G,REQ-ADMIN-001,REQ-ADMIN-004,管理用画面から、 教材、問題、目的別問題集、学習分類を確認できること。,管理用画面から、 学習履歴、問題別進捗、弱点・定着状態、 目的別問題集の達成状況、周回状況を確認できること。,初期リリース必須,初期リリース必須,FUNC,FUNC,SIMILARITY_SAME_PREFIX,,requirements_similarity_candidates_v0_1.txt block=15 similarity=0.380 prefix=ADMIN,REVIEWED,KEEP_SEPARATE,教材・問題などの管理対象確認と、学習履歴・進捗・弱点・周回状態の確認は対象データが異なる。,NO,G,full_rebuild_detailed_requirement_review_domain_g_decisions_v0_1.csv
RVIEW-111,PAIR,G,G,REQ-ADMIN-001,REQ-ADMIN-005,管理用画面から、 教材、問題、目的別問題集、学習分類を確認できること。,管理用画面から、 教材や問題の登録内容に対する データ検証結果を確認できること。,初期リリース必須,初期リリース必須,FUNC,FUNC,SIMILARITY_SAME_PREFIX,,requirements_similarity_candidates_v0_1.txt block=20 similarity=0.348 prefix=ADMIN,REVIEWED,KEEP_SEPARATE,登録済み管理対象の確認と、教材・問題データに対する検証結果の確認は異なる管理機能である。,NO,G,full_rebuild_detailed_requirement_review_domain_g_decisions_v0_1.csv
RVIEW-112,PAIR,G,G,REQ-ADMIN-002,REQ-ADMIN-004,管理用画面から、 目的別問題集を作成・編集・公開管理できること。,管理用画面から、 学習履歴、問題別進捗、弱点・定着状態、 目的別問題集の達成状況、周回状況を確認できること。,初期リリース必須,初期リリース必須,FUNC,FUNC,SIMILARITY_SAME_PREFIX,,requirements_similarity_candidates_v0_1.txt block=37 similarity=0.288 prefix=ADMIN,REVIEWED,KEEP_SEPARATE,目的別問題集の作成・編集・公開管理と、その問題集を含む学習進捗・達成状況の確認は異なる責務である。,NO,G,full_rebuild_detailed_requirement_review_domain_g_decisions_v0_1.csv
RVIEW-113,PAIR,G,D,REQ-ADMIN-002,REQ-PURPOSE-010,管理用画面から、 目的別問題集を作成・編集・公開管理できること。,公開前の目的別問題集は、 子ども用画面から開始できないこと。,初期リリース必須,初期リリース必須,FUNC,RULE,CONTRADICTION,,requirements_contradiction_candidates_v0_1.txt block=10 similarity=0.308,REVIEWED,KEEP_SEPARATE,管理者が目的別問題集を公開管理する機能と、公開前の問題集を子どもが開始できない制約は相互補完関係にある。,NO,G,full_rebuild_detailed_requirement_review_domain_g_decisions_v0_1.csv
RVIEW-114,PAIR,G,G,REQ-ADMIN-004,REQ-DASHBOARD-003,管理用画面から、 学習履歴、問題別進捗、弱点・定着状態、 目的別問題集の達成状況、周回状況を確認できること。,管理用画面では、 少なくとも次の単位で進捗を確認できること。 - 問題 - 学習テーマ - 教材 - 目的別問題集 - 周回 - 弱点・定着状態,初期リリース必須,初期リリース必須,FUNC,FUNC,SIMILARITY_CROSS_PREFIX,,requirements_cross_prefix_similarity_candidates_v0_1.txt block=32 similarity=0.364,REVIEWED,KEEP_SEPARATE,管理画面で確認できる進捗情報全般の要件と、ダッシュボードで確認する集計単位を定める具体化要件である。,NO,G,full_rebuild_detailed_requirement_review_domain_g_decisions_v0_1.csv
RVIEW-115,PAIR,G,F,REQ-ADMIN-008,REQ-RESET-005,削除、復元、全体リセットなど影響の大きい操作では、 対象と影響範囲を明示し、確認操作を要求すること。,学習事実を削除する操作では、 削除対象と影響範囲を事前に表示し、 強い確認操作を要求すること。,初期リリース必須,初期リリース必須,RULE,RULE,SIMILARITY_CROSS_PREFIX,,requirements_cross_prefix_similarity_candidates_v0_1.txt block=33 similarity=0.362,REVIEWED,KEEP_SEPARATE,影響の大きい管理操作全般に対する確認原則と、学習事実削除時の影響表示・強い確認という具体化要件である。,NO,G,full_rebuild_detailed_requirement_review_domain_g_decisions_v0_1.csv
RVIEW-116,PAIR,G,D,REQ-CHILD-008,REQ-PURPOSE-010,子ども用画面では、 利用停止中、作成中、参照不能など、 開始できない教材や問題集を通常の開始候補として表示しないこと。 必要に応じて理由を分かりやすく表示する。,公開前の目的別問題集は、 子ども用画面から開始できないこと。,初期リリース必須,初期リリース必須,RULE,RULE,CONTRADICTION,,requirements_contradiction_candidates_v0_1.txt block=21 similarity=0.177,REVIEWED,KEEP_SEPARATE,開始不能な教材や問題集全般を通常候補から除外する一般原則と、未公開の目的別問題集を開始不可とする具体的規則である。,NO,G,full_rebuild_detailed_requirement_review_domain_g_decisions_v0_1.csv
RVIEW-117,PAIR,G,G,REQ-FILE-003,REQ-PAPER-002,問題用紙と解答・解説を、 別ファイルとして生成できること。,解答用紙を、 問題用紙とは別の出力物として生成できること。,初期リリース必須,初期リリース必須,FUNC,FUNC,SIMILARITY_CROSS_PREFIX,,requirements_cross_prefix_similarity_candidates_v0_1.txt block=13 similarity=0.412,REVIEWED,KEEP_SEPARATE,問題用紙と解答・解説を別ファイルで生成するファイル分割要件と、解答用紙を問題用紙とは別の出力物にする帳票要件である。,NO,G,full_rebuild_detailed_requirement_review_domain_g_decisions_v0_1.csv
RVIEW-118,PAIR,G,G,REQ-NAV-001,REQ-NAV-003,教材から選ぶ画面では、 学校教科、検定、教材などの分類から 対象教材を選択できること。,目的から選ぶ画面で、 先取り学習を選択できること。,初期リリース必須,初期リリース後,FUNC,FUNC,SIMILARITY_SAME_PREFIX,,requirements_similarity_candidates_v0_1.txt block=29 similarity=0.317 prefix=NAV,REVIEWED,KEEP_SEPARATE,教材分類から対象教材を選ぶ導線と、目的から選ぶ画面で先取り学習を選択する導線は選択軸とリリース区分が異なる。,NO,G,full_rebuild_detailed_requirement_review_domain_g_decisions_v0_1.csv
RVIEW-119,PAIR,G,G,REQ-NAV-002,REQ-NAV-003,目的から選ぶ画面では、 少なくとも次の目的から学習を選択できること。 - 定期テスト対策 - 検定対策 - 弱点補強 - 復習 - 本番形式 - 移動中・運動中の学習,目的から選ぶ画面で、 先取り学習を選択できること。,初期リリース必須,初期リリース後,FUNC,FUNC,SIMILARITY_SAME_PREFIX,,requirements_similarity_candidates_v0_1.txt block=34 similarity=0.293 prefix=NAV,REVIEWED,KEEP_SEPARATE,初期リリースで扱う主要な学習目的と、後続追加する先取り学習の選択肢であり、段階的な機能差として妥当である。,NO,G,full_rebuild_detailed_requirement_review_domain_g_decisions_v0_1.csv
RVIEW-120,PAIR,G,D,REQ-NAV-002,REQ-PURPOSE-003,目的から選ぶ画面では、 少なくとも次の目的から学習を選択できること。 - 定期テスト対策 - 検定対策 - 弱点補強 - 復習 - 本番形式 - 移動中・運動中の学習,目的別問題集について、 少なくとも次の用途を扱えること。 - 定期テスト対策 - 検定対策 - 弱点補強 - 復習 - 本番形式演習 - 印刷用演習 - 移動中・運動中の短時間演習,初期リリース必須,初期リリース必須,FUNC,SCOPE,SIMILARITY_CROSS_PREFIX,,requirements_cross_prefix_similarity_candidates_v0_1.txt block=9 similarity=0.425,REVIEWED,KEEP_SEPARATE,子どもが目的から学習を選択する画面機能と、目的別問題集として扱える用途範囲を定めるスコープ要件である。,NO,G,full_rebuild_detailed_requirement_review_domain_g_decisions_v0_1.csv
RVIEW-121,PAIR,G,G,REQ-PAPER-001,REQ-PAPER-003,問題用紙へ、 少なくとも次を出力できること。 - 問題番号 - 問題文 - 選択肢 - 図・表・グラフ - 解答欄 - 途中式欄 - 作図欄 - 注意事項,解答用紙へ、 少なくとも次を出力できること。 - 問題番号 - 解答欄 - 記述欄 - 書き取り欄 - 作文欄 - 途中式欄 - 採点欄,初期リリース必須,初期リリース必須,FUNC,FUNC,SIMILARITY_SAME_PREFIX,,requirements_similarity_candidates_v0_1.txt block=8 similarity=0.450 prefix=PAPER,REVIEWED,KEEP_SEPARATE,問題用紙に出力する問題提示要素と、解答用紙に出力する記入・採点要素は異なる帳票構成である。,NO,G,full_rebuild_detailed_requirement_review_domain_g_decisions_v0_1.csv
RVIEW-122,PAIR,G,G,REQ-PAPER-004,REQ-PRINT-002,問題ごとに、 解答用紙を必要とするかを設定できること。,問題ごとに、 印刷可能かどうかを設定できること。,初期リリース必須,初期リリース必須,FUNC,DATA,SIMILARITY_CROSS_PREFIX,,requirements_cross_prefix_similarity_candidates_v0_1.txt block=23 similarity=0.387,REVIEWED,KEEP_SEPARATE,解答用紙の必要性と印刷可能性は、問題に設定する別々の出力属性である。,NO,G,full_rebuild_detailed_requirement_review_domain_g_decisions_v0_1.csv
RVIEW-123,PAIR,G,D,REQ-PAPER-004,REQ-TIMER-001,問題ごとに、 解答用紙を必要とするかを設定できること。,問題ごとに、推奨回答時間を設定できること。,初期リリース必須,初期リリース必須,FUNC,RULE,SIMILARITY_CROSS_PREFIX,,requirements_cross_prefix_similarity_candidates_v0_1.txt block=31 similarity=0.367,REVIEWED,KEEP_SEPARATE,解答用紙要否と推奨回答時間は、印刷構成と学習時間制御という異なる属性である。,NO,G,full_rebuild_detailed_requirement_review_domain_g_decisions_v0_1.csv
RVIEW-124,PAIR,G,D,REQ-PRINT-002,REQ-TIMER-001,問題ごとに、 印刷可能かどうかを設定できること。,問題ごとに、推奨回答時間を設定できること。,初期リリース必須,初期リリース必須,DATA,RULE,SIMILARITY_CROSS_PREFIX,,requirements_cross_prefix_similarity_candidates_v0_1.txt block=15 similarity=0.407,REVIEWED,KEEP_SEPARATE,印刷可否と推奨回答時間は、問題に属する別々の利用条件である。,NO,G,full_rebuild_detailed_requirement_review_domain_g_decisions_v0_1.csv
RVIEW-125,PAIR,G,D,REQ-PRINT-006,REQ-QUIZ-005,印刷時に、 対象範囲、問題数、問題順を指定できること。,本番形式演習では、 問題数、制限時間、問題順、出題形式を固定できること。,初期リリース必須,初期リリース必須,FUNC,RULE,CONTRADICTION,,requirements_contradiction_candidates_v0_1.txt block=14 similarity=0.205,REVIEWED,KEEP_SEPARATE,印刷時に範囲・問題数・順序を利用者が指定する機能と、本番形式演習で構成を固定する実行規則は利用場面が異なる。,NO,G,full_rebuild_detailed_requirement_review_domain_g_decisions_v0_1.csv
RVIEW-126,PAIR,G,,REQ-PRINT-NAV-002,,少なくとも次を印刷対象として選択できること。 - 教材 - 目的別問題集 - 弱点問題 - 本番形式問題集,,初期リリース必須,,FUNC,,SIMILARITY_CROSS_PREFIX,REQ-PRINT-005,requirements_cross_prefix_similarity_candidates_v0_1.txt block=2 similarity=0.692,REVIEWED,LEGACY_RESOLVED,旧REQ-PRINT-005は現行正本に存在せず、教材・目的別問題集・弱点問題・本番形式問題集を印刷対象として選ぶ要件はREQ-PRINT-NAV-002として保持されている。,NO,G,full_rebuild_detailed_requirement_review_domain_g_decisions_v0_1.csv
RVIEW-127,PAIR,G,H,REQ-SAVE-STATUS-002,REQ-SYNC-007,保存失敗または未送信のデータがある場合、 利用者または管理者へ分かる形で表示すること。,同期に失敗または保留中のデータがある場合、 利用者または管理者が状態を確認できること。,初期リリース必須,初期リリース必須,FUNC,FUNC,SIMILARITY_CROSS_PREFIX,,requirements_cross_prefix_similarity_candidates_v0_1.txt block=18 similarity=0.396,REVIEWED,KEEP_SEPARATE,保存失敗または未送信状態の表示と、同期失敗または保留状態の確認は関連するが、保存処理と端末間同期という異なる状態を扱う。,NO,G,full_rebuild_detailed_requirement_review_domain_g_decisions_v0_1.csv
RVIEW-128,SINGLE,G,,REQ-CHILD-006,,学習終了時に、 少なくとも次の結果を理解しやすく表示すること。 - 実施問題数 - 正解数 - 不正解数 - パス数 - 正答率 - 未完了または次に取り組む問題,,初期リリース必須,,FUNC,,GRANULARITY,,requirements_granularity_candidates_v0_1.txt block=38 score=14.68 length=68 bullets=6 numbered=0 connectors=2,REVIEWED,KEEP_SEPARATE,列挙は学習終了時に一体として提示する結果指標であり、結果画面の完了条件としてまとめて保持する。,NO,G,full_rebuild_detailed_requirement_review_domain_g_decisions_v0_1.csv
RVIEW-129,SINGLE,G,,REQ-DASHBOARD-002,,子ども用の進捗表示では、 少なくとも次を確認できること。 - 今回または当日の正答状況 - 未完了問題数 - 誤答・パスした問題数 - 周回の残り問題数 - 次に復習すべき問題の有無,,初期リリース必須,,FUNC,,GRANULARITY,,requirements_granularity_candidates_v0_1.txt block=53 score=12.80 length=80 bullets=5 numbered=0 connectors=2,REVIEWED,KEEP_SEPARATE,列挙は子ども用進捗画面で次の行動を判断するための関連指標群であり、一体の表示要件である。,NO,G,full_rebuild_detailed_requirement_review_domain_g_decisions_v0_1.csv
RVIEW-130,SINGLE,G,,REQ-DASHBOARD-003,,管理用画面では、 少なくとも次の単位で進捗を確認できること。 - 問題 - 学習テーマ - 教材 - 目的別問題集 - 周回 - 弱点・定着状態,,初期リリース必須,,FUNC,,GRANULARITY,,requirements_granularity_candidates_v0_1.txt block=48 score=13.59 length=59 bullets=6 numbered=0 connectors=1,REVIEWED,KEEP_SEPARATE,列挙は管理者が進捗を確認する集計単位であり、共通のダッシュボード機能として扱う。,NO,G,full_rebuild_detailed_requirement_review_domain_g_decisions_v0_1.csv
RVIEW-131,SINGLE,G,,REQ-DASHBOARD-004,,次の単位で集計した進捗を確認できること。 - 検定級 - 定期テスト - 知識分類 - 技能分類 - 問題形式,,初期リリース後,,FUNC,,GRANULARITY,,requirements_granularity_candidates_v0_1.txt block=70 score=10.45 length=45 bullets=5 numbered=0 connectors=0,REVIEWED,KEEP_SEPARATE,列挙は初期リリース後に追加する分析用集計軸であり、個別機能へ分割する必要はない。,NO,G,full_rebuild_detailed_requirement_review_domain_g_decisions_v0_1.csv
RVIEW-132,SINGLE,G,,REQ-DASHBOARD-005,,学習履歴の一覧で、 少なくとも次を確認できること。 - 実施日時 - 教材または目的別問題集 - 学習モード - 問題数 - 正解・不正解・パス数 - 正答率 - 所要時間 - 途中終了の有無,,初期リリース必須,,FUNC,,GRANULARITY,,requirements_granularity_candidates_v0_1.txt block=14 score=18.79 length=79 bullets=8 numbered=0 connectors=2,REVIEWED,KEEP_SEPARATE,列挙は1件の学習履歴を理解するための表示属性であり、履歴一覧の行または詳細情報として一体で扱う。,NO,G,full_rebuild_detailed_requirement_review_domain_g_decisions_v0_1.csv
RVIEW-133,SINGLE,G,,REQ-LAYOUT-001,,少なくとも次の問題レイアウトを扱えること。 - 短答 - 選択 - 計算 - 文章題 - 書き取り - 作文 - 作図 - 表・グラフ - 面接カード,,初期リリース必須,,FUNC,,GRANULARITY,,requirements_granularity_candidates_v0_1.txt block=13 score=19.57 length=57 bullets=9 numbered=0 connectors=1,REVIEWED,KEEP_SEPARATE,列挙は扱える問題レイアウトの種類であり、共通レイアウト機能の選択肢として維持する。,NO,G,full_rebuild_detailed_requirement_review_domain_g_decisions_v0_1.csv
RVIEW-134,SINGLE,G,,REQ-MATERIAL-LOAD-004,,教材読込エラーについて、 少なくとも次を確認できること。 - 対象教材 - 失敗した処理または要素 - 再試行可能かどうか - 管理者による確認が必要かどうか,,初期リリース必須,,FUNC,,GRANULARITY,,requirements_granularity_candidates_v0_1.txt block=65 score=10.70 length=70 bullets=4 numbered=0 connectors=2,REVIEWED,KEEP_SEPARATE,列挙は教材読込エラーを診断し対応判断するための関連情報であり、1つのエラー表示要件として扱う。,NO,G,full_rebuild_detailed_requirement_review_domain_g_decisions_v0_1.csv
RVIEW-135,SINGLE,G,,REQ-NAV-002,,目的から選ぶ画面では、 少なくとも次の目的から学習を選択できること。 - 定期テスト対策 - 検定対策 - 弱点補強 - 復習 - 本番形式 - 移動中・運動中の学習,,初期リリース必須,,FUNC,,GRANULARITY,,requirements_granularity_candidates_v0_1.txt block=46 score=13.70 length=70 bullets=6 numbered=0 connectors=1,REVIEWED,KEEP_SEPARATE,列挙は目的から選ぶ画面に表示する学習目的の選択肢であり、個別画面要件への分割は不要である。,NO,G,full_rebuild_detailed_requirement_review_domain_g_decisions_v0_1.csv
RVIEW-136,SINGLE,G,,REQ-PAPER-001,,問題用紙へ、 少なくとも次を出力できること。 - 問題番号 - 問題文 - 選択肢 - 図・表・グラフ - 解答欄 - 途中式欄 - 作図欄 - 注意事項,,初期リリース必須,,FUNC,,GRANULARITY,,requirements_granularity_candidates_v0_1.txt block=19 score=17.60 length=60 bullets=8 numbered=0 connectors=1,REVIEWED,KEEP_SEPARATE,列挙は問題用紙という単一帳票を構成する表示・記入要素であり、一体の出力要件である。,NO,G,full_rebuild_detailed_requirement_review_domain_g_decisions_v0_1.csv
RVIEW-137,SINGLE,G,,REQ-PAPER-003,,解答用紙へ、 少なくとも次を出力できること。 - 問題番号 - 解答欄 - 記述欄 - 書き取り欄 - 作文欄 - 途中式欄 - 採点欄,,初期リリース必須,,FUNC,,GRANULARITY,,requirements_granularity_candidates_v0_1.txt block=34 score=15.53 length=53 bullets=7 numbered=0 connectors=1,REVIEWED,KEEP_SEPARATE,列挙は解答用紙という単一帳票を構成する記入・採点要素であり、一体の出力要件である。,NO,G,full_rebuild_detailed_requirement_review_domain_g_decisions_v0_1.csv
RVIEW-138,SINGLE,G,,REQ-PRINT-003,,印刷出力として、 少なくとも次を個別に生成できること。 - 問題用紙 - 解答用紙 - 解答一覧 - 解答・解説 - 採点表 - 再テスト用紙 - 弱点復習用紙,,初期リリース必須,,FUNC,,GRANULARITY,,requirements_granularity_candidates_v0_1.txt block=31 score=15.65 length=65 bullets=7 numbered=0 connectors=1,REVIEWED,KEEP_SEPARATE,列挙は個別生成できる印刷出力物の種類であり、共通の出力生成機能としてまとめて保持する。,NO,G,full_rebuild_detailed_requirement_review_domain_g_decisions_v0_1.csv
