source_requirement_id,relation_type,target_requirement_id,reason,primary_source_file,primary_source_line,primary_source_format,all_source_files,source_occurrence_count
REQ-MAP-002,REFERENCE,REQ-CATALOG-001,地図へ学習対象となる地域や歴史事象を配置するには、学習内容を体系的に識別できる必要がある。,requirements_visual_print_file_output_e2_dependency_integrated_v0_1.md,79,TABLE,requirements_visual_print_file_output_e2_dependency_integrated_v0_1.md,1
REQ-MAP-002,STRUCTURE,REQ-MAP-001,国境、河川、都市などを組み合わせるには、地図の表示レイヤーを管理できる必要がある。,requirements_visual_print_file_output_e2_dependency_integrated_v0_1.md,78,TABLE,requirements_visual_print_file_output_e2_dependency_integrated_v0_1.md,1
REQ-MASTERY-001,CONCEPT,REQ-CYCLE-001,短期周回管理と長期の弱点・定着管理を分離するため,requirements_weakness_mastery_review_need_dependency_integrated_v0_1.md,119,ARROW,requirements_weakness_mastery_review_need_dependency_integrated_v0_1.md,1
REQ-MASTERY-001,DATA,REQ-EVENT-003,長期状態の根拠となる回答イベントを利用するため,requirements_weakness_mastery_review_need_dependency_integrated_v0_1.md,121,ARROW,requirements_weakness_mastery_review_need_dependency_integrated_v0_1.md,1
REQ-MASTERY-002,CONCEPT,REQ-LEARNING-STATE-001,,requirements_learning_data_dependency_integrated_v0_1.md,47,TABLE,requirements_learning_data_dependency_integrated_v0_1.md,1
REQ-MASTERY-002,DATA,REQ-EVENT-006,,requirements_data_dependency_integrated_v0_1.md,44,TABLE,requirements_data_dependency_integrated_v0_1.md;requirements_data_dependency_integrated_v0_2.md;requirements_learning_data_dependency_integrated_v0_1.md,3
REQ-MASTERY-002,DATA,REQ-EVENT-007,,requirements_learning_data_dependency_integrated_v0_1.md,44,TABLE,requirements_learning_data_dependency_integrated_v0_1.md,1
REQ-MASTERY-002,DATA,REQ-PROGRESS-005,,requirements_learning_data_dependency_integrated_v0_1.md,46,TABLE,requirements_learning_data_dependency_integrated_v0_1.md,1
REQ-MASTERY-002,REFERENCE,REQ-QUESTION-001,,requirements_data_dependency_integrated_v0_1.md,45,TABLE,requirements_data_dependency_integrated_v0_1.md;requirements_data_dependency_integrated_v0_2.md,2
REQ-MASTERY-003,DATA,REQ-EVENT-004,,requirements_data_dependency_integrated_v0_1.md,47,TABLE,requirements_data_dependency_integrated_v0_1.md;requirements_data_dependency_integrated_v0_2.md;requirements_learning_data_dependency_integrated_v0_1.md,3
REQ-MASTERY-003,DATA,REQ-MASTERY-002,,requirements_data_dependency_integrated_v0_1.md,46,TABLE,requirements_data_dependency_integrated_v0_1.md;requirements_data_dependency_integrated_v0_2.md;requirements_learning_data_dependency_integrated_v0_1.md,3
REQ-MASTERY-004,CONCEPT,REQ-MASTERY-001,長期定着判定の基本方針を具体化するため,requirements_weakness_mastery_review_need_dependency_integrated_v0_1.md,76,ARROW,requirements_weakness_mastery_review_need_dependency_integrated_v0_1.md,1
REQ-MASTERY-004,DATA,REQ-MASTERY-005,短い再回答間隔を定着証拠として過大評価しないため,requirements_weakness_mastery_review_need_dependency_integrated_v0_1.md,78,ARROW,requirements_weakness_mastery_review_need_dependency_integrated_v0_1.md,1
REQ-MASTERY-005,CONCEPT,REQ-MASTERY-001,長期定着を時間経過を含めて評価するため,requirements_weakness_mastery_review_need_dependency_integrated_v0_1.md,80,ARROW,requirements_weakness_mastery_review_need_dependency_integrated_v0_1.md,1
REQ-MASTERY-005,DATA,REQ-EVENT-004,回答結果と回答日時を評価材料として利用するため,requirements_weakness_mastery_review_need_dependency_integrated_v0_1.md,123,ARROW,requirements_weakness_mastery_review_need_dependency_integrated_v0_1.md,1
REQ-MASTERY-006,DATA,REQ-EVENT-004,一定期間後の正答イベントを参照するため,requirements_weakness_mastery_review_need_dependency_integrated_v0_1.md,125,ARROW,requirements_weakness_mastery_review_need_dependency_integrated_v0_1.md,1
REQ-MASTERY-006,FUNCTION,REQ-MASTERY-005,経過時間を考慮した正答を定着証拠として評価するため,requirements_weakness_mastery_review_need_dependency_integrated_v0_1.md,82,ARROW,requirements_weakness_mastery_review_need_dependency_integrated_v0_1.md,1
REQ-MASTERY-007,DATA,REQ-EVENT-004,一定期間後の誤答またはパスを参照するため,requirements_weakness_mastery_review_need_dependency_integrated_v0_1.md,127,ARROW,requirements_weakness_mastery_review_need_dependency_integrated_v0_1.md,1
REQ-MASTERY-007,FUNCTION,REQ-MASTERY-005,経過時間を考慮した誤答・パスを忘却証拠として評価するため,requirements_weakness_mastery_review_need_dependency_integrated_v0_1.md,84,ARROW,requirements_weakness_mastery_review_need_dependency_integrated_v0_1.md,1
REQ-MASTERY-008,DATA,REQ-EVENT-004,,requirements_data_dependency_integrated_v0_1.md,49,TABLE,requirements_data_dependency_integrated_v0_1.md;requirements_data_dependency_integrated_v0_2.md,2
REQ-MASTERY-008,DATA,REQ-MASTERY-002,,requirements_data_dependency_integrated_v0_1.md,48,TABLE,requirements_data_dependency_integrated_v0_1.md;requirements_data_dependency_integrated_v0_2.md;requirements_learning_data_dependency_integrated_v0_1.md,3
REQ-MASTERY-009,DATA,REQ-MASTERY-013,確認間隔や忘却リスク閾値の規則を利用するため,requirements_weakness_mastery_review_need_dependency_integrated_v0_1.md,92,ARROW,requirements_weakness_mastery_review_need_dependency_integrated_v0_1.md,1
REQ-MASTERY-009,FUNCTION,REQ-MASTERY-005,経過時間を用いて次回確認時期を算出するため,requirements_weakness_mastery_review_need_dependency_integrated_v0_1.md,86,ARROW,requirements_weakness_mastery_review_need_dependency_integrated_v0_1.md,1
REQ-MASTERY-009,FUNCTION,REQ-MASTERY-006,長期定着を示す正答結果を次回確認時期へ反映するため,requirements_weakness_mastery_review_need_dependency_integrated_v0_1.md,88,ARROW,requirements_weakness_mastery_review_need_dependency_integrated_v0_1.md,1
REQ-MASTERY-009,FUNCTION,REQ-MASTERY-007,忘却を示す誤答・パスを復習優先度へ反映するため,requirements_weakness_mastery_review_need_dependency_integrated_v0_1.md,90,ARROW,requirements_weakness_mastery_review_need_dependency_integrated_v0_1.md,1
REQ-MASTERY-010,CONCEPT,REQ-LEARNING-STATE-006,定着状態や復習状態を再計算可能な派生情報として扱うため,requirements_weakness_mastery_review_need_dependency_integrated_v0_1.md,94,ARROW,requirements_weakness_mastery_review_need_dependency_integrated_v0_1.md,1
REQ-MASTERY-010,DATA,REQ-EVENT-006,変更されない回答イベントを再計算元とするため,requirements_weakness_mastery_review_need_dependency_integrated_v0_1.md,129,ARROW,requirements_weakness_mastery_review_need_dependency_integrated_v0_1.md,1
REQ-MASTERY-011,REFERENCE,REQ-MASTERY-010,再計算に使用した定着判定アルゴリズムを識別するため,requirements_weakness_mastery_review_need_dependency_integrated_v0_1.md,96,ARROW,requirements_weakness_mastery_review_need_dependency_integrated_v0_1.md,1
REQ-MASTERY-012,DATA,REQ-EVENT-006,保存済み回答イベントを再評価元として利用するため,requirements_weakness_mastery_review_need_dependency_integrated_v0_1.md,131,ARROW,requirements_weakness_mastery_review_need_dependency_integrated_v0_1.md,1
REQ-MASTERY-012,FUNCTION,REQ-MASTERY-010,保存済み回答イベントから全問題を再評価するため,requirements_weakness_mastery_review_need_dependency_integrated_v0_1.md,98,ARROW,requirements_weakness_mastery_review_need_dependency_integrated_v0_1.md,1
REQ-MASTERY-012,REFERENCE,REQ-MASTERY-011,変更後のアルゴリズム版を識別して再評価するため,requirements_weakness_mastery_review_need_dependency_integrated_v0_1.md,100,ARROW,requirements_weakness_mastery_review_need_dependency_integrated_v0_1.md,1
REQ-MASTERY-013,CONCEPT,REQ-MASTERY-001,定着判定の具体値を変更可能な規則として管理するため,requirements_weakness_mastery_review_need_dependency_integrated_v0_1.md,102,ARROW,requirements_weakness_mastery_review_need_dependency_integrated_v0_1.md,1
REQ-MASTERY-013,REFERENCE,REQ-MASTERY-011,規則の内容をアルゴリズム版と対応付けるため,requirements_weakness_mastery_review_need_dependency_integrated_v0_1.md,104,ARROW,requirements_weakness_mastery_review_need_dependency_integrated_v0_1.md,1
REQ-MASTERY-014,CONCEPT,REQ-LEARNING-STATE-006,学習量の集計値を再計算可能な派生情報として扱うため,requirements_weakness_mastery_review_need_dependency_integrated_v0_1.md,106,ARROW,requirements_weakness_mastery_review_need_dependency_integrated_v0_1.md,1
REQ-MASTERY-014,DATA,REQ-EVENT-006,正答・誤答・パス回数を回答イベントから再集計するため,requirements_weakness_mastery_review_need_dependency_integrated_v0_1.md,133,ARROW,requirements_weakness_mastery_review_need_dependency_integrated_v0_1.md,1
REQ-MATERIAL-LOAD-001,STRUCTURE,REQ-MATERIAL-SELECTION-001,教材の読込完了を確認するには、読込対象となる教材が確定している必要がある。,requirements_final_group_f1_dependency_integrated_v0_1.md,48,ARROW,requirements_final_group_f1_dependency_integrated_v0_1.md,1
REQ-MATERIAL-LOAD-001,VALIDATION,REQ-ENGINE-001,教材読込と学習機能初期化の完了前に学習を開始させないため、学習開始処理を制御できる必要がある。,requirements_final_group_f1_dependency_integrated_v0_1.md,50,ARROW,requirements_final_group_f1_dependency_integrated_v0_1.md,1
REQ-MATERIAL-LOAD-002,STRUCTURE,REQ-MATERIAL-LOAD-001,教材の必須要素を検証するには、教材データの読込処理が完了している必要がある。,requirements_final_group_f1_dependency_integrated_v0_1.md,52,ARROW,requirements_final_group_f1_dependency_integrated_v0_1.md,1
REQ-MATERIAL-LOAD-002,STRUCTURE,REQ-SCHEMA-001,教材の必須要素と任意要素を区別し、欠落時に継続可能かを判断するには、主要データの必須項目と任意項目が明示的に定義されている必要がある。,requirements_final_group_f1_dependency_integrated_v0_1.md,84,ARROW,requirements_final_group_f1_dependency_integrated_v0_1.md,1
REQ-MATERIAL-LOAD-002,VALIDATION,REQ-ASSET-005,必要な表示アセットや音声の欠落、参照不能または利用不能を検出するには、アセットの状態をデータ検証で確認できる必要がある。,requirements_final_group_f1_dependency_integrated_v0_1.md,86,ARROW,requirements_final_group_f1_dependency_integrated_v0_1.md,1
REQ-MATERIAL-LOAD-003,STRUCTURE,REQ-MATERIAL-LOAD-001,読込失敗時のデータを破棄するには、教材読込処理の開始と完了を区別できる必要がある。,requirements_final_group_f1_dependency_integrated_v0_1.md,54,ARROW,requirements_final_group_f1_dependency_integrated_v0_1.md,1
REQ-MATERIAL-LOAD-003,VALIDATION,REQ-MATERIAL-SELECTION-003,旧教材や途中読込データを新教材として使用しないため、教材切替中の状態を明確に管理する必要がある。,requirements_final_group_f1_dependency_integrated_v0_1.md,56,ARROW,requirements_final_group_f1_dependency_integrated_v0_1.md,1
REQ-MATERIAL-LOAD-003,VALIDATION,REQ-MULTI-MATERIAL-004,途中まで読み込まれた不完全な教材を使用しないため、教材管理情報と実データの不一致を検出できる必要がある。,requirements_final_group_f1_dependency_integrated_v0_1.md,58,ARROW,requirements_final_group_f1_dependency_integrated_v0_1.md,1
REQ-MATERIAL-LOAD-004,REFERENCE,REQ-ID-004,エラー対象教材を特定するには、教材を一意に識別できる必要がある。,requirements_final_group_f1_dependency_integrated_v0_1.md,62,ARROW,requirements_final_group_f1_dependency_integrated_v0_1.md,1
REQ-MATERIAL-LOAD-004,STRUCTURE,REQ-MATERIAL-LOAD-003,教材読込エラーの対象や失敗要素を表示するには、読込失敗を検出して処理を停止できる必要がある。,requirements_final_group_f1_dependency_integrated_v0_1.md,60,ARROW,requirements_final_group_f1_dependency_integrated_v0_1.md,1
REQ-MATERIAL-LOAD-005,REFERENCE,REQ-EVENT-001,完了済み学習セッションを保持するには、学習セッションを一意に識別して保存できる必要がある。,requirements_final_group_f1_dependency_integrated_v0_1.md,78,ARROW,requirements_final_group_f1_dependency_integrated_v0_1.md,1
REQ-MATERIAL-LOAD-005,REFERENCE,REQ-EVENT-003,保存済みの回答を保持するには、問題への回答を回答イベントとして保存できる必要がある。,requirements_final_group_f1_dependency_integrated_v0_1.md,80,ARROW,requirements_final_group_f1_dependency_integrated_v0_1.md,1
REQ-MATERIAL-LOAD-005,VALIDATION,REQ-EVENT-006,教材切替処理から回答履歴を保護するには、回答イベントを変更されない事実データとして扱う必要がある。,requirements_final_group_f1_dependency_integrated_v0_1.md,82,ARROW,requirements_final_group_f1_dependency_integrated_v0_1.md,1
REQ-MATERIAL-LOAD-005,VALIDATION,REQ-MATERIAL-LOAD-003,教材切替や再読込時に既存履歴を消去しないため、失敗した読込データと保存済みデータを分離する必要がある。,requirements_final_group_f1_dependency_integrated_v0_1.md,76,ARROW,requirements_final_group_f1_dependency_integrated_v0_1.md,1
REQ-MATERIAL-SELECTION-001,REFERENCE,REQ-ID-004,選択した教材と実際に読み込まれた教材を照合するには、教材を一意に識別できる必要がある。,requirements_final_group_f1_dependency_integrated_v0_1.md,38,ARROW,requirements_final_group_f1_dependency_integrated_v0_1.md,1
REQ-MATERIAL-SELECTION-001,REFERENCE,REQ-MULTI-MATERIAL-001,利用者が教材を選択するには、利用可能な複数教材を一覧管理し、選択対象として提示できる必要がある。,requirements_final_group_f1_dependency_integrated_v0_1.md,36,ARROW,requirements_final_group_f1_dependency_integrated_v0_1.md,1
REQ-MATERIAL-SELECTION-002,PRESENTATION,REQ-CONTENT-006,内部IDではなく教材名や対象範囲を表示するには、学習者が理解できる表示名称を扱える必要がある。,requirements_final_group_f1_dependency_integrated_v0_1.md,42,ARROW,requirements_final_group_f1_dependency_integrated_v0_1.md,1
REQ-MATERIAL-SELECTION-002,STRUCTURE,REQ-MATERIAL-SELECTION-001,現在の学習対象教材を表示するには、選択教材と読込対象教材が一致している必要がある。,requirements_final_group_f1_dependency_integrated_v0_1.md,40,ARROW,requirements_final_group_f1_dependency_integrated_v0_1.md,1
REQ-MATERIAL-SELECTION-003,STRUCTURE,REQ-MATERIAL-SELECTION-001,教材切替中の状態を管理するには、切替元と切替先の教材を識別できる必要がある。,requirements_final_group_f1_dependency_integrated_v0_1.md,44,ARROW,requirements_final_group_f1_dependency_integrated_v0_1.md,1
REQ-MATERIAL-SELECTION-003,VALIDATION,REQ-ENGINE-001,切替状態が確定するまで学習開始を防ぐには、学習処理を共通機能として制御できる必要がある。,requirements_final_group_f1_dependency_integrated_v0_1.md,46,ARROW,requirements_final_group_f1_dependency_integrated_v0_1.md,1
REQ-MATERIAL-SELECTION-004,REFERENCE,REQ-QUESTION-001,切替前の問題を切替後へ残さないため、問題を教材との関連を含めて識別できる必要がある。,requirements_final_group_f1_dependency_integrated_v0_1.md,68,ARROW,requirements_final_group_f1_dependency_integrated_v0_1.md,1
REQ-MATERIAL-SELECTION-004,STRUCTURE,REQ-MATERIAL-SELECTION-003,切替前の一時状態を残さないため、教材切替の開始から完了までを区別できる必要がある。,requirements_final_group_f1_dependency_integrated_v0_1.md,64,ARROW,requirements_final_group_f1_dependency_integrated_v0_1.md,1
REQ-MATERIAL-SELECTION-004,VALIDATION,REQ-MATERIAL-LOAD-003,旧教材や途中読込データを切替後へ残さないため、読込失敗時に不完全なデータを利用しない仕組みが必要である。,requirements_final_group_f1_dependency_integrated_v0_1.md,66,ARROW,requirements_final_group_f1_dependency_integrated_v0_1.md,1
REQ-MATERIAL-SELECTION-005,DATA,REQ-CYCLE-010,,requirements_data_dependency_integrated_v0_1.md,172,TABLE,requirements_data_dependency_integrated_v0_1.md;requirements_data_dependency_integrated_v0_2.md;requirements_remaining_data_dependency_integrated_v0_1.md,3
REQ-MATERIAL-SELECTION-005,DATA,REQ-PROGRESS-006,,requirements_data_dependency_integrated_v0_1.md,170,TABLE,requirements_data_dependency_integrated_v0_1.md;requirements_data_dependency_integrated_v0_2.md;requirements_remaining_data_dependency_integrated_v0_1.md,3
REQ-MATERIAL-SELECTION-005,DATA,REQ-RESUME-002,,requirements_data_dependency_integrated_v0_1.md,171,TABLE,requirements_data_dependency_integrated_v0_1.md;requirements_data_dependency_integrated_v0_2.md;requirements_remaining_data_dependency_integrated_v0_1.md,3
REQ-MATERIAL-SELECTION-005,REFERENCE,REQ-EVENT-004,,requirements_data_dependency_integrated_v0_1.md,169,TABLE,requirements_data_dependency_integrated_v0_1.md;requirements_data_dependency_integrated_v0_2.md;requirements_remaining_data_dependency_integrated_v0_1.md,3
REQ-MATERIAL-SELECTION-005,REFERENCE,REQ-MATERIAL-SELECTION-001,,requirements_data_dependency_integrated_v0_1.md,167,TABLE,requirements_data_dependency_integrated_v0_1.md;requirements_data_dependency_integrated_v0_2.md;requirements_remaining_data_dependency_integrated_v0_1.md,3
REQ-MATERIAL-SELECTION-005,VALIDATION,REQ-MATERIAL-SELECTION-004,,requirements_data_dependency_integrated_v0_1.md,168,TABLE,requirements_data_dependency_integrated_v0_1.md;requirements_data_dependency_integrated_v0_2.md;requirements_remaining_data_dependency_integrated_v0_1.md,3
REQ-MATERIAL-SELECTION-006,REFERENCE,REQ-STATUS-001,利用停止中の教材を判定するには、管理対象の利用可能状態を管理できる必要がある。,requirements_final_group_f1_dependency_integrated_v0_1.md,74,ARROW,requirements_final_group_f1_dependency_integrated_v0_1.md,1
REQ-MATERIAL-SELECTION-006,STRUCTURE,REQ-MATERIAL-SELECTION-001,選択教材が利用可能かを確認するには、対象教材が確定している必要がある。,requirements_final_group_f1_dependency_integrated_v0_1.md,70,ARROW,requirements_final_group_f1_dependency_integrated_v0_1.md,1
REQ-MATERIAL-SELECTION-006,VALIDATION,REQ-MATERIAL-LOAD-004,読込不能時に原因と対応方法を示すには、教材読込エラーの詳細を確認できる必要がある。,requirements_final_group_f1_dependency_integrated_v0_1.md,72,ARROW,requirements_final_group_f1_dependency_integrated_v0_1.md,1
REQ-MEDIA-001,STRUCTURE,REQ-VISUAL-001,根拠資料と学習者向け表示資料を分離するには、表示資料自体が問題本文とは独立したデータである必要がある。,requirements_visual_print_file_output_e1_dependency_integrated_v0_1.md,71,TABLE,requirements_visual_print_file_output_e1_dependency_integrated_v0_1.md,1
REQ-MEDIA-002,STRUCTURE,REQ-VISUAL-004,問題表示時・解答表示時・解説表示時を区別するには、表示資料ごとに問題内での役割を管理できる必要がある。,requirements_visual_print_file_output_e1_dependency_integrated_v0_1.md,72,TABLE,requirements_visual_print_file_output_e1_dependency_integrated_v0_1.md,1
REQ-MEDIA-004,STRUCTURE,REQ-ASSET-001,問題・解答・解説で画像を表示するには、画像の実体をアセットとして識別できる必要がある。,requirements_visual_print_file_output_e1_dependency_integrated_v0_1.md,73,TABLE,requirements_visual_print_file_output_e1_dependency_integrated_v0_1.md,1
REQ-MEDIA-004,STRUCTURE,REQ-MEDIA-002,画像を問題・解答・解説の各段階で表示するには、表示段階を区別して管理できる必要がある。,requirements_visual_print_file_output_e1_dependency_integrated_v0_1.md,74,TABLE,requirements_visual_print_file_output_e1_dependency_integrated_v0_1.md,1
REQ-MEDIA-004,STRUCTURE,REQ-VISUAL-003,画像を表示資料として扱うには、表示資料の種類として画像を扱える必要がある。,requirements_visual_print_file_output_e1_dependency_integrated_v0_1.md,75,TABLE,requirements_visual_print_file_output_e1_dependency_integrated_v0_1.md,1
REQ-MEDIA-005,STRUCTURE,REQ-VISUAL-004,表示順を指定するには、表示資料ごとの表示順を管理属性として保持できる必要がある。,requirements_visual_print_file_output_e1_dependency_integrated_v0_1.md,76,TABLE,requirements_visual_print_file_output_e1_dependency_integrated_v0_1.md,1
REQ-MEDIA-006,STRUCTURE,REQ-VISUAL-004,画像へ代替テキストを設定するには、表示資料ごとに代替テキストを管理できる必要がある。,requirements_visual_print_file_output_e1_dependency_integrated_v0_1.md,77,TABLE,requirements_visual_print_file_output_e1_dependency_integrated_v0_1.md,1
REQ-MEDIA-007,STRUCTURE,REQ-VISUAL-004,説明文やキャプションを設定するには、表示資料ごとに表題または説明を管理できる必要がある。,requirements_visual_print_file_output_e1_dependency_integrated_v0_1.md,78,TABLE,requirements_visual_print_file_output_e1_dependency_integrated_v0_1.md,1
REQ-MEDIA-008,PRESENTATION,REQ-MEDIA-004,画像の表示領域を制御するには、画像を問題・解答・解説で表示できる必要がある。,requirements_visual_print_file_output_e1_dependency_integrated_v0_1.md,80,TABLE,requirements_visual_print_file_output_e1_dependency_integrated_v0_1.md,1
REQ-MEDIA-008,PRESENTATION,REQ-NFR-001,スマートフォン画面から画像をはみ出させないためには、スマートフォンを主要利用端末とする前提が必要である。,requirements_visual_print_file_output_e1_dependency_integrated_v0_1.md,79,TABLE,requirements_visual_print_file_output_e1_dependency_integrated_v0_1.md,1
REQ-MEDIA-009,FUNCTION,REQ-MEDIA-004,画像の拡大表示を提供するには、画像を表示資料として表示できる必要がある。,requirements_visual_print_file_output_e1_dependency_integrated_v0_1.md,81,TABLE,requirements_visual_print_file_output_e1_dependency_integrated_v0_1.md,1
REQ-MEDIA-009,PRESENTATION,REQ-MEDIA-008,拡大前の通常表示を成立させるには、スマートフォン画面内に画像を収めて表示できる必要がある。,requirements_visual_print_file_output_e1_dependency_integrated_v0_1.md,82,TABLE,requirements_visual_print_file_output_e1_dependency_integrated_v0_1.md,1
REQ-MEDIA-010,STRUCTURE,REQ-GRAPH-001,構造化されたグラフを表示資料として扱うには、グラフの元データ・軸・単位・種類を管理できる必要がある。,requirements_visual_print_file_output_e1_dependency_integrated_v0_1.md,85,TABLE,requirements_visual_print_file_output_e1_dependency_integrated_v0_1.md,1
REQ-MEDIA-010,STRUCTURE,REQ-TABLE-001,構造化された表を表示資料として扱うには、表を列・行・見出し・単位を持つ構造として管理できる必要がある。,requirements_visual_print_file_output_e1_dependency_integrated_v0_1.md,84,TABLE,requirements_visual_print_file_output_e1_dependency_integrated_v0_1.md,1
REQ-MEDIA-010,STRUCTURE,REQ-VISUAL-003,表とグラフを表示資料として扱うには、表示資料の種類として表とグラフを扱える必要がある。,requirements_visual_print_file_output_e1_dependency_integrated_v0_1.md,83,TABLE,requirements_visual_print_file_output_e1_dependency_integrated_v0_1.md,1
REQ-MEDIA-011,REFERENCE,REQ-QUESTION-001,長文や会話文を問題と関連付けるには、問題が独立した管理対象として定義されている必要がある。,requirements_visual_print_file_output_e1_dependency_integrated_v0_1.md,87,TABLE,requirements_visual_print_file_output_e1_dependency_integrated_v0_1.md,1
REQ-MEDIA-011,STRUCTURE,REQ-VISUAL-003,長文や会話文を表示資料として扱うには、複数要素を組み合わせた資料を表示資料の種類として扱える必要がある。,requirements_visual_print_file_output_e1_dependency_integrated_v0_1.md,86,TABLE,requirements_visual_print_file_output_e1_dependency_integrated_v0_1.md,1
REQ-MEDIA-012,FUNCTION,REQ-AUDIO-001,音声を再生資料として扱うには、問題へ音声再生対象を関連付けられる必要がある。,requirements_visual_print_file_output_e1_dependency_integrated_v0_1.md,89,TABLE,requirements_visual_print_file_output_e1_dependency_integrated_v0_1.md,1
REQ-MEDIA-012,STRUCTURE,REQ-VISUAL-003,音声を表示・再生資料として扱うには、表示資料の種類を拡張可能な共通構造が必要である。,requirements_visual_print_file_output_e1_dependency_integrated_v0_1.md,88,TABLE,requirements_visual_print_file_output_e1_dependency_integrated_v0_1.md,1
REQ-MEDIA-013,STRUCTURE,REQ-ASSET-001,動画を表示資料として扱うには、動画ファイルの実体をアセットとして識別できる必要がある。,requirements_visual_print_file_output_e1_dependency_integrated_v0_1.md,90,TABLE,requirements_visual_print_file_output_e1_dependency_integrated_v0_1.md,1
REQ-MEDIA-013,STRUCTURE,REQ-VISUAL-003,動画を追加可能な表示資料として扱うには、表示資料を種類別に管理できる共通構造が必要である。,requirements_visual_print_file_output_e1_dependency_integrated_v0_1.md,91,TABLE,requirements_visual_print_file_output_e1_dependency_integrated_v0_1.md,1
REQ-MEDIA-014,REFERENCE,REQ-COPYRIGHT-003,表示画像を利用条件上問題のないものへ限定するには、資料ごとに公開可能・非公開・家庭内限定などの利用範囲を管理できる必要がある。,requirements_visual_print_file_output_e1_dependency_integrated_v0_1.md,92,TABLE,requirements_visual_print_file_output_e1_dependency_integrated_v0_1.md,1
REQ-MEDIA-014,VALIDATION,REQ-COPYRIGHT-004,利用可能な画像だけを表示対象とするには、資料やアセットの公開可能性を判定できる必要がある。,requirements_visual_print_file_output_e1_dependency_integrated_v0_1.md,93,TABLE,requirements_visual_print_file_output_e1_dependency_integrated_v0_1.md,1
REQ-MEDIA-014,VALIDATION,REQ-MEDIA-004,表示対象画像へ権利条件を適用するには、問題・解答・解説で使用する画像を識別できる必要がある。,requirements_visual_print_file_output_e1_dependency_integrated_v0_1.md,94,TABLE,requirements_visual_print_file_output_e1_dependency_integrated_v0_1.md,1
REQ-MIGRATION-001,REFERENCE,REQ-BACKUP-FORMAT-001,形式変更に伴う移行元と移行先を識別するには、データ形式の版を明示的に管理できる必要がある。,requirements_final_group_f5_dependency_integrated_v0_1.md,76,ARROW,requirements_final_group_f5_dependency_integrated_v0_1.md,1
REQ-MIGRATION-001,STRUCTURE,REQ-SCHEMA-001,移行元、移行先、変換規則を定義するには、主要データの構造と必須項目が定義されている必要がある。,requirements_final_group_f5_dependency_integrated_v0_1.md,74,ARROW,requirements_final_group_f5_dependency_integrated_v0_1.md,1
REQ-MIGRATION-002,STRUCTURE,REQ-MIGRATION-001,移行前に対象件数や変換内容を確認するには、移行元、移行先、変換規則が定義されている必要がある。,requirements_final_group_f5_dependency_integrated_v0_1.md,78,ARROW,requirements_final_group_f5_dependency_integrated_v0_1.md,1
REQ-MIGRATION-002,VALIDATION,REQ-INTEGRITY-002,変換不能データを事前に確認するには、必須項目や参照整合性などの不整合を検出できる必要がある。,requirements_final_group_f5_dependency_integrated_v0_1.md,80,ARROW,requirements_final_group_f5_dependency_integrated_v0_1.md,1
REQ-MIGRATION-003,STRUCTURE,REQ-MIGRATION-001,同じ入力への再実行を安全にするには、移行元、移行先、変換規則が明確である必要がある。,requirements_final_group_f5_dependency_integrated_v0_1.md,82,ARROW,requirements_final_group_f5_dependency_integrated_v0_1.md,1
REQ-MIGRATION-003,VALIDATION,REQ-PERSISTENCE-004,移行処理の再実行による重複登録を防ぐには、同一事実データを重複保存しない仕組みが必要である。,requirements_final_group_f5_dependency_integrated_v0_1.md,84,ARROW,requirements_final_group_f5_dependency_integrated_v0_1.md,1
REQ-MIGRATION-003,VALIDATION,REQ-PERSISTENCE-005,再実行によって一部だけが確定した破損状態を残さないため、関連データを不整合なく保存できる必要がある。,requirements_final_group_f5_dependency_integrated_v0_1.md,86,ARROW,requirements_final_group_f5_dependency_integrated_v0_1.md,1
REQ-MIGRATION-004,PRESENTATION,REQ-SAVE-STATUS-002,変換不能データが残ったことを利用者または管理者へ知らせるには、未処理データを分かる形で表示できる必要がある。,requirements_final_group_f5_dependency_integrated_v0_1.md,90,ARROW,requirements_final_group_f5_dependency_integrated_v0_1.md,1
REQ-MIGRATION-004,STRUCTURE,REQ-MIGRATION-002,変換不能または判断不能なデータを黙って破棄しないため、移行前に変換不能データを確認できる必要がある。,requirements_final_group_f5_dependency_integrated_v0_1.md,88,ARROW,requirements_final_group_f5_dependency_integrated_v0_1.md,1
REQ-MIGRATION-005,REFERENCE,REQ-MIGRATION-004,除外件数や警告件数を正しく示すには、変換不能または判断不能なデータを黙って破棄しない必要がある。,requirements_final_group_f5_dependency_integrated_v0_1.md,94,ARROW,requirements_final_group_f5_dependency_integrated_v0_1.md,1
REQ-MIGRATION-005,STRUCTURE,REQ-MIGRATION-002,成功、警告、失敗、除外の件数を集計するには、事前に対象件数と変換内容を把握できる必要がある。,requirements_final_group_f5_dependency_integrated_v0_1.md,92,ARROW,requirements_final_group_f5_dependency_integrated_v0_1.md,1
REQ-MIGRATION-006,DATA,REQ-MIGRATION-002,,requirements_backup_restore_dependency_integrated_v0_1.md,90,TABLE,requirements_backup_restore_dependency_integrated_v0_1.md;requirements_data_dependency_integrated_v0_1.md;requirements_data_dependency_integrated_v0_2.md,3
